appID,name,release_date,price,supported_languages,developers,publishers,categories,genres,tags,metacriticScore
493180,Dynasty Feud,"May 23, 2017",0.0,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",Kaia Studios,Kaia Studios,"Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together","Action, Indie","Action, Indie, Multiplayer, 4 Player Local, Fighting, Local Multiplayer, 2D Fighter, 2D",68
370440,No70: Eye of Basir,"Jun 28, 2017",0.0,"['English', 'French', 'German', 'Simplified Chinese', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Polish', 'Russian', 'Turkish', 'Italian', 'Spanish - Spain']",Oldmoustache Gameworks,Clock Wizard Games,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support","Adventure, Indie","Indie, Adventure, Horror, Puzzle, Walking Simulator, Psychological Horror, Multiplayer, Thriller, Atmospheric, First-Person",52
1157090,Eidolon,"Nov 18, 2019",0.0,['English'],Julia Nolan,Integral Games,"Single-player, Steam Achievements",Indie,"Indie, Visual Novel, Free to Play, Anime, Philosophical",64
47410,Stronghold Kingdoms,"Feb 27, 2012",0.0,"['English', 'French', 'German', 'Italian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain', 'Turkish', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",Firefly Studios,Firefly Studios,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards","Massively Multiplayer, Strategy, Free To Play","Strategy, Free to Play, Massively Multiplayer, Medieval, City Builder, Multiplayer, Building, Base-Building, War, RTS, Real-Time, PvP, Simulation, Sandbox, Colony Sim, Grand Strategy, Real Time Tactics, Wargame, Idler, Isometric",75
25600,Eschalon: Book I,"Feb 10, 2009",0.0,['English'],Basilisk Games,Basilisk Games,Single-player,"Indie, RPG","RPG, Indie, Isometric, Turn-Based, Fantasy, 2D, Singleplayer, Old School, CRPG, Free to Play, Exploration, Turn-Based Combat, Open World",75
2995920,It Takes Two Friend's Pass,"May 25, 2021",0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",Hazelight Studio,Electronic Arts,"Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support","Action, Adventure, Indie",,89
1538680,Blake: The Visual Novel,"Aug 31, 2021",0.0,['English'],Ori Mees,LegendOri Productions,"Single-player, Steam Achievements","Casual, Indie","Choose Your Own Adventure, Interactive Fiction, Visual Novel, Comic Book, Noir, Detective, Choices Matter, Conversation, Story Rich, Indie, Casual, Thriller, Comedy, Crime, Emotional, Mystery, Psychological, Dark, Futuristic, Cyberpunk",82
2183600,Kingdom Under Fire: A War of Heroes (GOLD Edition),"Dec 6, 2022",0.0,['English'],"Bloom Technology, Blueside","IncrediSoft, Bloom Technology","Single-player, Multi-player, PvP, Online PvP","Action, RPG, Strategy, Free To Play, Early Access",,59
700480,Microsoft Allegiance,"Sep 29, 2017",0.0,['English'],Microsoft Game Studios,ZapHop Games,"Multi-player, PvP, Online PvP, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards","Action, Simulation, Strategy, Free To Play","Team-Based, Free to Play, Space Sim, FPS, RTS, Competitive, Multiplayer, Action, Real Time Tactics, Wargame, PvP, 3D Fighter, Strategy, Space, Economy, War, Physics, Combat, Old School, Online Co-Op",86
47920,Shift 2 Unleashed,"Mar 29, 2011",0.0,"['English', 'French', 'German', 'Italian', 'Polish', 'Russian', 'Spanish - Spain']",Slightly Mad Studios,Electronic Arts,"Single-player, Multi-player, Partial Controller Support, Family Sharing",Racing,"Racing, Automobile Sim, Simulation, Driving, Multiplayer, Realistic, Singleplayer, First-Person",84
317620,Space Hulk: Ascension,"Nov 12, 2014",0.0,['English'],Full Control Studios,Full Control,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","RPG, Strategy","Warhammer 40K, Strategy, Turn-Based Tactics, RPG, Games Workshop, Turn-Based, Tactical, Board Game, Sci-fi, Turn-Based Strategy, Singleplayer, Action",72
